,0,1
435,-10.874786,1.9493984
436,-10.527256,2.00047
437,-10.507783,2.3516347
438,-10.5921135,2.1234958
439,-11.024412,1.7312765
440,-10.792711,1.5073417
441,-10.725644,1.6896735
442,-10.674472,1.7692696
443,-10.602019,1.7462252
444,-10.786668,2.1412804
445,-10.61704,1.8622965
446,-10.573422,1.877478
447,-10.5965185,1.7966937
448,-10.485984,1.7116107
449,-10.886514,1.4881341
450,-9.807708,1.9901305
451,-10.925782,2.023384
452,-10.548496,1.926412
453,-10.833606,1.6984792
454,-10.736507,1.7516953
455,-10.555056,2.2162066
456,-10.824279,1.7983242
457,-10.232005,2.0846076
458,-10.430951,2.1600938
459,-10.6123495,1.5655533
460,-10.696895,1.7093672
461,-10.907549,1.9614319
462,-10.409339,2.1064172
463,-10.7786665,1.7176268
464,-10.739939,1.9224234
465,-10.173961,1.6660093
466,-10.161777,1.7809979
467,-10.596644,1.6060188
468,-10.647966,1.7372586
469,-10.804828,2.0360205
470,-10.85677,2.5049233
471,-10.829919,1.9965731
472,-10.651852,1.9107305
473,-10.646112,2.0659466
474,-10.65415,1.7230946
475,-10.784147,1.7968254
476,-10.655007,2.2295604
477,-10.968811,2.1648638
478,-10.926063,1.81161
479,-7.0933146,12.320378
480,-10.938352,1.8301102
481,-10.8505535,1.6555572
482,-6.0402837,9.9863
483,-10.168863,1.8778516
484,-10.727577,1.7637874
485,-10.727872,1.5868105
486,-10.553051,2.6801965
487,-10.563268,1.6877737
488,-11.057683,1.7932788
489,-10.623809,2.3354018
490,-10.699232,2.35098
491,-10.8612385,1.6258436
492,-10.973997,1.5889863
493,-10.606916,2.153484
494,-10.921921,2.2431846
495,-10.713627,1.6011382
496,-10.858149,2.1354284
497,-10.854163,1.6842703
498,-10.969414,1.8849528
499,-10.722075,2.4981918
500,-10.981549,2.1191738
501,-10.690282,1.6630368
502,-10.518806,2.830952
503,-10.738516,2.6402996
504,-11.029027,1.9409944
505,-10.6689005,2.6401935
506,-10.221358,2.1059237
507,-10.848131,2.6025205
508,-10.905554,1.6778028
509,-10.558406,1.8524085
510,-10.581633,2.3345404
511,-10.998765,2.3309073
512,-10.976621,2.2954319
513,-10.873255,1.5311676
514,-10.559729,1.8606248
515,-10.8807745,1.6614101
516,-10.712819,2.6870866
517,-10.980821,1.9243109
518,-7.0119033,12.803794
519,-10.785151,1.7044463
520,-10.751513,2.1607325
521,-10.957166,1.7248613
522,-10.999675,1.8139155
523,-11.035188,1.6496243
524,-10.879606,2.5198784
525,-11.031105,2.0802455
526,-10.819517,2.6531734
527,-10.848321,2.211113
528,-10.728799,2.5933294
529,-11.956433,3.9657085
530,-12.17603,4.191791
531,-12.12276,4.3095675
532,-12.214415,4.4038577
533,-12.089196,4.30821
534,-11.562333,4.272796
535,-11.7037735,4.532351
536,-11.997097,4.46965
537,-11.6067705,4.4206543
538,-11.802163,4.376726
539,-11.90828,4.0149193
540,-11.692057,4.2728066
541,-11.566137,4.2283316
542,-11.512934,4.302288
543,-11.523479,4.6800094
544,-12.147901,4.234601
545,-12.035938,4.1666245
546,-11.508066,4.955574
547,-11.724129,4.456454
548,-11.699657,4.241974
549,-11.525067,4.5231986
550,-11.685834,4.160197
551,-11.76302,4.6757116
552,-11.749549,5.1864734
553,-11.99023,4.429956
554,-11.558009,4.761164
555,-11.601439,4.406611
556,-11.666545,4.265137
557,-11.55556,4.395932
558,-11.366272,4.3161216
559,-11.210866,4.84616
560,-11.391205,4.52302
561,-11.897124,4.294641
562,-11.666882,4.6392074
563,-11.705558,4.1075826
564,-11.687017,4.5993004
565,-12.178173,4.319997
566,-12.453351,4.3516865
567,-11.407563,4.177458
568,-12.353414,4.2574654
569,-11.882991,4.095534
570,-11.651838,4.4372272
571,-11.438764,4.8040757
572,-11.442579,4.3386583
573,-11.291267,4.7651544
574,-11.899428,4.7878275
575,-11.726426,4.5110216
576,-11.430121,4.6997337
577,-11.837226,4.865751
578,-11.240266,4.3634386
579,-11.178101,4.492061
580,-11.232524,4.8762317
581,-11.19584,5.1749
582,-11.315535,4.4470906
583,-11.581076,4.6340575
584,-11.04779,4.6037636
585,-11.068719,4.415026
586,-11.391777,4.238987
587,-12.104524,4.7513375
588,-11.683108,4.562154
589,-11.323493,4.372817
590,-11.082861,4.635935
591,-11.78324,4.8791685
592,-11.39294,4.3691144
593,-11.5782995,4.505919
594,-11.8066435,4.183743
595,-11.338515,4.8462124
596,-11.551333,4.2347856
597,-11.399336,5.1389747
598,-11.2700405,4.823704
599,-11.9174595,4.186963
600,-11.62779,4.3502545
601,-11.341525,4.8249745
602,-11.744223,5.199572
603,-11.31453,4.4019604
604,-12.145732,4.474581
605,-11.519439,4.6428246
606,-11.312357,4.637613
607,-11.23341,4.6902137
608,-11.584062,4.287279
609,-11.904703,5.0516715
610,-11.951548,5.264427
611,-11.52848,4.5985985
612,-11.884874,4.850052
613,-11.298167,4.920119
614,-10.845608,4.6610155
615,-12.110467,4.3207674
616,-11.492348,5.0737743
617,-11.507363,5.164229
618,-11.059546,4.6941323
619,-11.453472,5.213634
620,-11.177572,5.015105
621,-11.115633,4.89466
622,-11.236394,4.5900435
623,-11.876488,5.0816607
624,-11.410364,4.906325
625,-11.181605,4.577665
626,-11.118086,4.8733506
627,-11.26884,4.853784
628,-11.126816,4.955294
629,-11.854096,4.6936803
630,-11.941496,4.669617
631,-11.223658,5.3213005
632,-11.593902,5.339951
633,-12.124745,6.108816
634,-12.08755,6.0902705
635,-12.043956,5.215584
636,-11.176903,4.5424256
637,-11.446238,4.485591
638,-11.475338,5.1286983
639,-10.93356,4.637307
640,-10.999291,4.8625507
641,-11.427104,4.725145
642,-11.422142,5.245799
643,-11.467923,5.121423
644,-12.101264,5.797205
645,-12.1827755,5.7446404
646,-11.38505,5.411656
647,-11.737579,4.5912375
648,-11.761288,5.5712996
649,-11.45231,5.803112
650,-11.81406,6.2185245
651,-11.722973,4.8126173
652,-12.167859,5.7557755
653,-12.01404,6.278198
654,-11.291693,4.5493774
655,-11.918737,5.4682274
656,-11.349571,5.173593
657,-12.116903,5.99286
658,-11.291151,5.4685535
659,-11.357871,5.489455
660,-11.289969,4.8079557
661,-11.742202,6.486376
662,-11.731467,6.575684
663,-11.950081,6.2197013
664,-11.479385,5.563101
665,-11.560786,5.5583405
666,-11.314047,6.508639
667,-10.99316,4.662403
668,-11.24405,5.298566
669,-12.341129,6.567616
670,-11.2548275,5.2499228
671,-12.321661,5.273972
672,-12.401636,5.303762
673,-11.20826,4.65549
674,-11.18963,4.713557
675,-11.950637,5.9463153
676,-11.00952,5.157975
677,-11.004519,5.1954236
678,-11.28858,5.725312
679,-11.226638,5.3930154
680,-11.586564,5.60139
681,-11.356649,5.7542925
682,-11.109775,5.201376
683,-11.10863,4.8382287
684,-12.029536,6.298275
685,-11.768097,6.1528435
686,-11.167539,5.6721234
687,-12.134049,5.481206
688,-11.382787,6.743187
689,-11.515989,5.793902
690,-11.607008,5.663791
691,-11.418167,5.84116
692,-11.505062,5.6571164
693,-11.16303,6.74165
694,-11.312573,5.5293536
695,-11.14774,5.0321646
696,-11.2395525,6.677989
697,-11.252152,5.6475954
698,-11.226779,4.753956
699,-12.330381,6.4476304
700,-11.029582,4.857452
701,-12.122089,6.4045286
702,-11.224618,5.532655
703,-11.999778,5.5932245
704,-11.35953,5.55458
705,-11.173216,5.342587
706,-11.285148,5.347205
707,-10.977812,5.3474793
708,-10.623046,4.830665
709,-11.320761,6.9341908
710,-11.101757,5.0743284
711,-11.6253605,5.994309
712,-11.223273,6.4046917
713,-11.279727,5.6602726
714,-10.928903,4.988034
715,-11.093077,4.9262815
716,-11.037397,4.9232073
717,-11.712578,5.8845067
718,-11.76422,6.230185
719,-11.651649,6.5162177
720,-11.089584,4.718838
721,-11.485018,6.7071204
722,-11.341105,4.64284
723,-11.019362,5.2529197
724,-11.168579,5.05486
725,-11.130635,4.9588304
726,-11.239793,5.468077
727,-11.112748,5.124177
728,-11.702809,5.5898767
729,-11.50543,5.5407925
730,-11.093228,5.218471
731,-11.180985,6.7894425
732,-11.251034,4.86771
733,-10.975167,4.889092
734,-11.818073,5.197676
735,-11.75345,5.129309
736,-12.077581,6.6300044
737,-12.020403,6.566783
738,-11.872817,5.1721544
739,-11.21894,6.7830586
740,-11.825027,6.73751
741,-11.689135,7.024583
742,-11.679349,6.161147
743,-11.524225,5.3425493
744,-11.52444,5.1832056
745,-11.475485,5.2169557
746,-11.577152,6.448079
747,-11.598592,6.4643474
748,-10.773684,4.769153
749,-11.565552,6.9177065
750,-11.025094,5.002081
751,-11.370807,5.5700154
752,-11.921811,6.732616
753,-11.655663,6.6551223
754,-11.259045,5.4637074
755,-11.822763,5.5067368
756,-11.171099,7.059683
757,-11.396842,5.400743
758,-11.71688,6.785398
759,-11.973996,7.633638
760,-11.700083,6.93073
761,-12.133116,6.053071
762,-11.3819475,7.392684
763,-11.117174,6.915297
764,-11.567088,7.2771997
765,-11.754893,6.6364503
766,-12.251578,6.974683
767,-12.298821,6.6443553
768,-11.547924,6.8075676
769,-11.478479,6.747025
770,-12.210184,7.0673985
771,-11.241098,6.7559514
772,-11.458091,6.8544717
773,-11.692709,6.6082683
774,-11.352669,7.020203
775,-11.834689,7.273095
776,-12.323885,7.7787986
777,-12.265041,7.7201595
778,-12.104296,7.2905254
779,-11.791875,7.64424
780,-11.923461,7.5120387
781,-11.525962,6.4166255
782,-12.134509,6.743953
783,-12.141783,6.422279
784,-12.041763,6.1387324
785,-12.142503,7.389606
786,-11.761294,7.065253
787,-11.553725,7.5443516
788,-12.095117,5.987229
789,-11.9286995,7.3601575
790,-11.587845,7.2338862
791,-12.657825,5.753927
792,-11.264332,6.908604
793,-12.362438,6.462689
794,-11.388156,7.132035
795,-12.231216,7.381244
796,-11.532816,7.3831005
797,-12.1842575,6.384065
798,-12.400211,7.1903524
799,-12.729448,6.7470384
800,-11.413942,7.195626
801,-12.038997,7.4590526
802,-12.008882,7.7769346
803,-12.3105345,6.3221855
804,-11.559032,7.4639
805,-11.63844,6.746466
806,-11.402083,7.121453
807,-11.274058,7.120193
808,-11.985369,7.2019315
809,-11.095875,7.1997356
810,-11.543857,6.714918
811,-12.358443,6.906286
812,-12.109351,7.56664
813,-12.052117,7.570568
814,-11.809877,7.6825247
815,-12.521259,6.741585
816,-11.907731,7.8061748
817,-11.894402,7.7165546
818,-11.795523,6.4333014
819,-11.364271,7.192319
820,-11.505666,6.3166957
821,-12.060654,7.7335744
822,-11.4278755,7.0547175
823,-11.117594,7.058238
824,-11.198707,7.2173386
825,-11.083198,7.1718864
826,-11.923566,7.594119
827,-12.037302,6.757985
828,-11.764109,6.8274765
829,-11.153664,7.1953197
830,-12.379568,6.2239795
831,-11.669114,6.8055396
832,-11.691928,7.169921
833,-11.825579,6.960338
834,-11.839262,6.6956167
835,-11.845714,7.2403345
836,-11.493172,7.099025
837,-11.409298,7.2474065
838,-11.433533,7.354845
839,-11.211784,5.685007
840,-11.574401,6.777907
841,-11.523746,7.4808598
842,-11.435928,7.3183417
843,-12.201392,7.121341
844,-12.4220705,6.3205214
845,-11.477281,7.0828137
846,-11.425009,6.927302
847,-11.562451,7.4858756
848,-11.480413,6.8686767
849,-11.789639,7.445326
850,-12.404708,7.5820503
851,-11.837232,7.191614
852,-11.566946,6.932844
853,-11.682004,7.398348
854,-11.51542,7.5197678
855,-12.259566,7.1212316
856,-12.265879,7.0579967
857,-11.3851795,7.231302
858,-11.665402,7.519053
859,-11.25649,7.346433
860,-11.221759,7.269135
861,-11.556641,7.2253633
862,-11.881531,7.507063
863,-11.379299,7.132967
864,-11.734935,7.6167617
865,-11.504965,7.330074
866,-11.361324,7.281263
867,-12.214311,7.4225717
868,-11.524221,7.2076344
869,-11.63411,7.5380144
870,-11.08211,7.13006
871,-11.573585,7.4567533
872,-11.685132,7.5446253
873,-11.577917,7.3553805
874,-11.59044,7.468168
875,-11.59613,7.5149503
876,-11.515309,7.3780804
877,-11.814593,7.650395
878,-11.901578,7.6706066
879,-11.757134,7.5935564
880,-11.941566,6.443487
881,-12.671399,4.7142158
882,-12.749202,4.4389133
883,-12.405577,4.746487
884,-12.054832,4.380272
885,-12.281801,4.534583
886,-12.790652,4.836373
887,-12.545329,4.4529543
888,-12.771775,4.410923
889,-12.523792,4.312731
890,-11.841197,4.3057346
891,-12.886389,4.959662
892,-12.441373,4.8854084
893,-12.790951,4.3182464
894,-12.643576,4.3602104
895,-12.719706,4.542906
896,-12.158844,4.2478037
897,-12.117755,4.2377443
898,-12.625221,5.065334
899,-12.685237,5.019871
900,-12.378776,4.200057
901,-12.724975,4.355502
902,-12.61858,4.2813206
903,-12.40525,4.277543
904,-12.515246,4.311058
905,-12.418797,4.456815
906,-12.782088,4.576235
907,-12.501352,4.3480015
908,-12.206154,4.343122
909,-12.31231,4.0966234
910,-12.550647,4.343116
911,-11.766972,4.301618
912,-11.688633,4.5854387
913,-11.757613,4.040773
914,-11.959482,4.1246576
915,-11.615982,4.527566
916,-12.697976,4.725638
917,-11.98937,4.3094497
918,-12.495026,4.3302026
919,-12.588435,4.513545
920,-12.81233,4.8914456
921,-11.57017,4.128127
922,-12.744562,4.891969
923,-11.97647,4.311739
924,-12.80995,4.7675724
925,-12.078287,4.2271132
926,-12.681504,4.3821106
927,-12.184086,4.537864
928,-12.760594,4.5049477
929,-12.090541,4.130523
930,-12.194536,4.820353
931,-11.8010645,4.2174735
932,-12.236219,4.3174253
933,-11.961553,3.9345195
934,-12.84031,4.2825866
935,-11.708773,5.01612
936,-11.723603,4.146267
937,-12.470249,4.933516
938,-12.035826,4.398076
939,-12.0448265,4.1525493
940,-12.611076,4.3796206
941,-11.820656,4.445693
942,-12.355383,4.6029243
943,-12.85474,4.6320667
944,-12.9486265,4.995861
945,-11.88209,4.2222548
946,-11.455133,4.297173
947,-11.532349,4.7537403
948,-12.017247,4.3236394
949,-12.207887,4.427937
950,-11.724054,4.5604196
951,-11.706678,4.785159
952,-12.076917,4.959617
953,-11.47187,4.547157
954,-11.309637,4.9121704
955,-11.5007105,4.240001
956,-11.886447,4.1543193
957,-12.611872,4.567268
958,-11.670024,5.0189037
959,-11.699171,4.444014
960,-12.678918,4.7129736
961,-11.283714,4.4563003
962,-12.261878,4.167603
963,-12.429391,4.5969114
964,-10.826701,4.531599
965,-12.138648,4.42655
966,-12.492108,4.351211
967,-12.942804,5.0471888
968,-11.954276,4.9543867
969,-11.600216,5.133859
970,-11.754121,4.120346
971,-12.746091,5.1794195
972,-12.39867,4.79094
973,-12.886718,4.839943
974,-12.560037,5.1952076
975,-11.992208,4.620187
976,-11.341092,4.4585843
977,-12.396713,4.950398
978,-11.922285,4.1171827
979,-11.540343,4.952524
980,-11.373273,4.90742
981,-12.373556,4.6103544
982,-12.56054,4.765381
983,-12.627247,4.423461
984,-12.567335,4.460467
985,-12.633639,4.3715944
986,-11.556618,4.2744756
987,-12.104372,4.7915025
988,-11.579699,4.9576483
989,-12.298314,5.185648
990,-12.24709,5.3715167
991,-11.551321,4.5464416
992,-12.8825865,5.110296
993,-12.6589575,4.839442
994,-11.252457,4.619311
995,-12.922693,5.03567
996,-12.360014,4.7777057
997,-11.840252,4.2135196
998,-11.031985,4.733509
999,-11.733997,4.395421
1000,-12.817393,4.6894345
1001,-11.245559,4.7459607
1002,-11.076304,4.523099
1003,-11.879873,5.965993
1004,-12.113242,4.9879785
1005,-13.032435,4.8364887
1006,-12.624911,4.763643
1007,-12.681265,5.5769615
1008,-13.028231,5.0961413
1009,-11.713272,5.085017
1010,-12.873298,4.8625145
1011,-12.639999,4.7952228
1012,-12.023746,5.4521365
1013,-12.381531,4.478698
1014,-11.373128,4.3881454
1015,-12.594951,5.7269354
1016,-12.144041,5.0904293
1017,-12.586396,5.7319503
1018,-11.202428,4.5188274
1019,-12.779693,5.6110015
1020,-12.631682,6.2300572
1021,-11.31808,5.0294247
