,0,1
0,-10.196144,4.1415
1,-10.945315,4.3540072
2,-10.65751,4.6994133
3,-10.688313,4.746485
4,-9.83485,3.0373635
5,-10.04631,4.077228
6,-5.9732733,8.076823
7,-10.734809,3.1460493
8,-11.594206,6.1133547
9,-10.108296,3.82513
10,-10.218164,4.1609187
11,-6.9291124,12.077533
12,-7.0105443,11.993023
13,-7.0946975,11.774413
14,-7.0084667,12.028023
15,-7.0004234,11.761697
16,-6.7948422,12.040628
17,-6.9517846,11.983805
18,-6.8994,12.047963
19,-7.13892,11.4455385
20,-6.8981977,12.029874
21,-9.915675,4.5039454
22,-6.6660585,12.091407
23,-6.9653797,12.141417
24,-6.8629856,12.140697
25,-6.8427324,11.895516
26,-6.8926086,12.083612
27,-6.9237313,11.823363
28,-6.882102,12.132003
29,-7.01498,11.947837
30,-6.943112,12.1245575
31,-6.9698734,12.121139
32,-6.859945,11.629167
33,-6.8459945,11.89511
34,-7.0695643,12.259773
35,-7.00153,12.071178
36,-6.920918,11.916392
37,-10.220523,4.3572216
38,-6.9864974,12.206684
39,-6.886841,12.302362
40,-6.707843,12.018801
41,-6.957504,11.855362
42,-6.955879,12.396163
43,-6.564946,10.80374
44,-6.825436,12.124677
45,-6.882781,12.401659
46,-6.6347437,12.235193
47,-7.213042,12.667701
48,-6.7709403,11.814531
49,-9.818353,4.590198
50,-6.903636,12.057793
51,-7.066229,12.311219
52,-7.410755,12.615009
53,-7.087118,12.439278
54,-6.9608974,12.30474
55,-9.710552,4.8088946
56,-7.2766495,12.088977
57,-7.078787,12.326175
58,-6.9626617,12.59177
59,-7.2586317,12.494248
60,-6.719594,12.06051
61,-7.2349305,12.5101
62,-6.950171,12.619703
63,-6.8237915,12.621074
64,-6.7420797,12.036156
65,-7.1550937,12.418054
66,-9.8982,2.9956584
67,-6.7288857,11.741905
68,-6.6125426,11.992816
69,-6.842793,12.460744
70,-6.8841147,12.49672
71,-6.4451704,12.646295
72,-6.7511477,12.142151
73,-7.048084,12.541999
74,-6.647387,12.11962
75,-6.777858,12.118423
76,-9.766419,4.4067545
77,-6.713218,12.183875
78,-6.562438,12.35812
79,-6.640412,11.87171
80,-6.66,12.00849
81,-6.6790133,12.221153
82,-6.8478684,12.350176
83,-6.787092,12.073106
84,-6.4589586,12.156145
85,-9.703859,4.6953073
86,-6.8708553,12.7303505
87,-6.7560277,12.774129
88,-6.7555146,12.351968
89,-7.1049476,12.911676
90,-6.728088,11.970261
91,-6.7813654,12.614288
92,-6.471096,12.75593
93,-6.830508,12.3212185
94,-6.6232557,12.619622
95,-7.1330633,12.048968
96,-7.2515926,12.690253
97,-6.949695,11.998024
98,-7.3482547,12.692554
99,-10.038161,2.6746483
100,-10.042978,2.711505
101,-6.684767,12.068902
102,-7.240094,12.434114
103,-6.6398687,12.251471
104,-6.342506,12.975186
105,-6.7373095,12.733814
106,-6.733674,12.740835
107,-6.5681953,12.569651
108,-6.685505,11.924112
109,-6.443791,9.9824705
110,-6.425686,12.8021345
111,-6.9239235,12.8634205
112,-6.473655,12.690769
113,-7.1675553,12.777912
114,-6.760926,12.769685
115,-10.090512,2.886882
116,-9.434869,2.5591762
117,-9.451517,2.5086758
118,-6.7488246,12.960122
119,-6.7280135,12.542322
120,-6.2936616,13.383951
121,-6.3656454,13.348517
122,-6.526941,12.770737
123,-6.7363224,12.847469
124,-6.6231246,12.824397
125,-6.3897047,12.793652
126,-6.835395,12.64072
127,-6.396212,12.982911
128,-6.598545,12.822034
129,-6.3204594,13.384923
130,-6.360918,13.303954
131,-6.4747086,13.154733
132,-7.0669847,12.97884
133,-6.433292,13.073624
134,-10.013772,2.9906638
135,-6.579571,13.029833
136,-6.539155,13.0626335
137,-6.477297,12.918647
138,-6.431109,13.214404
139,-6.8352065,12.987514
140,-6.477396,13.170473
141,-7.2425423,12.568256
142,-6.3708935,13.339418
143,-6.3779826,13.321927
144,-7.1064467,12.889517
145,-7.1231337,12.859272
146,-6.7649245,12.791395
147,-7.1854267,12.633857
148,-6.4337935,12.802112
149,-6.7220826,12.473924
150,-6.6017017,12.738188
151,-6.4613175,12.863936
152,-6.5313406,12.915246
153,-6.4342303,13.146196
154,-6.436861,13.07206
155,-6.6394463,12.707691
156,-6.519943,12.542028
157,-6.3759127,13.194285
158,-6.7012463,12.932828
159,-6.636624,12.883126
160,-7.0831547,12.648816
161,-6.312795,13.094136
162,-6.4872694,13.121456
163,-7.104921,12.91461
164,-7.16679,12.790333
165,-6.505143,13.034911
166,-6.3987584,13.2129345
167,-7.186981,12.752483
168,-6.5111113,12.973309
169,-6.553427,12.931705
170,-6.5346036,12.977284
171,-10.586145,2.8951821
172,-10.815488,1.7585434
173,-6.576169,12.652823
174,-6.7515373,12.882112
175,-6.716478,12.791712
176,-6.7413373,12.436771
177,-6.343316,13.281175
178,-6.3981776,13.159678
179,-6.514101,12.9764185
180,-6.408706,12.913922
181,-7.1488757,12.639299
182,-7.1887336,12.499485
183,-7.148724,12.817235
184,-10.025668,4.0738797
185,-10.044762,4.2391334
186,-9.920139,4.172789
187,-11.529069,4.2301874
188,-9.901664,4.236297
189,-10.075773,3.7787805
190,-10.046584,4.174639
191,-10.021587,3.9259882
192,-9.992857,3.9803154
193,-9.938022,4.0134664
194,-10.046188,4.1133347
195,-9.961943,3.8501148
196,-9.924739,4.049724
197,-9.91664,3.8227801
198,-10.344935,4.1720533
199,-10.231844,4.119787
200,-9.988314,3.9937787
201,-9.888878,4.026013
202,-9.897428,3.4462504
203,-9.9891,4.063381
204,-9.897071,3.6651382
205,-9.890655,4.3988075
206,-9.862551,4.1054544
207,-10.146322,3.970993
208,-10.096108,3.937872
209,-6.983939,11.811974
210,-10.1424265,4.832634
211,-9.944173,3.8245547
212,-9.878118,3.8498385
213,-9.9766245,3.8817184
214,-10.176908,4.032133
215,-9.972826,3.9604454
216,-10.037858,2.9280162
217,-9.957678,3.886515
218,-9.923184,3.9556935
219,-9.769248,3.2351696
220,-10.109426,3.892376
221,-9.545923,2.4855607
222,-10.31791,3.9206288
223,-10.2635355,2.6915152
224,-9.375841,2.3817263
225,-10.273087,2.3679073
226,-10.08683,3.83757
227,-9.60051,2.117223
228,-10.132601,4.158804
229,-9.524319,2.2249506
230,-9.765185,2.3388054
231,-9.451805,2.2159204
232,-9.941707,2.1084678
233,-9.54308,2.5063622
234,-9.948967,3.094785
235,-10.034816,2.844254
236,-9.532195,2.6077015
237,-9.524736,2.6386328
238,-9.483761,2.6951687
239,-9.761854,2.8282864
240,-9.346415,2.545235
241,-9.926394,3.218571
242,-9.329962,2.3944738
243,-9.619101,2.3533466
244,-9.900629,3.514656
245,-10.142972,2.4127426
246,-9.538573,2.1147475
247,-9.587541,1.8711241
248,-9.508281,1.9055679
249,-9.733448,2.2481608
250,-9.578703,2.2147086
251,-9.628643,2.2338934
252,-9.955243,3.1602738
253,-10.082181,2.8918076
254,-9.98401,3.4181097
255,-9.911901,2.2285893
256,-9.528641,2.380794
257,-10.081273,1.5755421
258,-10.236311,1.7936842
259,-9.72773,1.9369798
260,-10.136459,2.783436
261,-9.597104,2.7924702
262,-9.59759,2.7041178
263,-9.553268,2.6010249
264,-9.828034,2.1061926
265,-9.582796,2.128941
266,-9.520602,2.3215997
267,-6.685978,12.198375
268,-9.727696,2.1854432
269,-10.129643,1.4774233
270,-9.635461,1.8861178
271,-9.899538,2.2143111
272,-9.986708,2.186851
273,-9.995493,2.1999478
274,-9.919003,2.1507468
275,-9.857068,3.8242803
276,-9.874601,3.0677276
277,-9.750363,2.7901473
278,-9.929141,3.2020905
279,-9.532846,2.3492906
280,-9.441837,2.4064345
281,-10.326179,2.0343323
282,-9.968032,3.582478
283,-9.5801115,2.2262087
284,-9.436216,2.5546725
285,-9.419885,2.4133613
286,-9.758144,2.55637
287,-10.016319,1.6579494
288,-10.072386,1.658002
289,-9.413164,2.4124298
290,-10.284672,2.6090868
291,-9.344756,2.3354106
292,-9.894959,3.1347992
293,-9.7901125,2.1894832
294,-10.090733,2.3263135
295,-9.759112,2.0514078
296,-9.80541,2.2285867
297,-9.933823,2.1801467
298,-10.048424,1.8608917
299,-10.143091,1.9264325
300,-10.226673,2.0185997
301,-10.389379,2.489445
302,-9.945356,1.9455956
303,-10.019822,4.914585
304,-10.207901,2.558274
305,-9.845914,2.6163485
306,-9.806689,2.2291234
307,-9.534302,2.6335647
308,-9.436996,2.3892066
309,-9.492295,2.5701215
310,-10.033073,2.6605725
311,-10.212805,1.9350296
312,-10.243095,2.1049638
313,-9.721219,3.2933404
314,-9.897039,3.7802825
315,-10.120653,2.042867
316,-9.710387,1.9186603
317,-10.343686,2.1381419
318,-9.693995,1.9472853
319,-10.001419,2.8940625
320,-9.77027,2.7642653
321,-9.803104,2.953486
322,-9.310617,2.3790786
323,-9.656187,1.945005
324,-10.023416,4.492899
325,-10.009366,2.233506
326,-10.649433,1.6626865
327,-9.383358,2.413538
328,-10.061384,1.9926698
329,-9.940499,3.121527
330,-10.349683,2.1631768
331,-9.715734,2.3446503
332,-9.58861,2.1827168
333,-10.181452,2.6993067
334,-9.925816,2.8430517
335,-9.753606,2.2944849
336,-9.913673,2.0107183
337,-9.759082,2.016832
338,-9.814597,1.8245666
339,-10.617283,2.040817
340,-9.821172,3.7142973
341,-10.393681,2.2385535
342,-7.1248665,12.2970495
343,-10.012586,2.6509602
344,-9.569842,2.177142
345,-10.197507,1.8905823
346,-10.443337,2.2716525
347,-10.567667,2.2967696
348,-10.328542,1.8200812
349,-10.519717,1.8734456
350,-6.876734,12.212639
351,-9.809164,2.125228
352,-10.511367,1.7413445
353,-10.039416,4.3384643
354,-9.799344,2.9447134
355,-10.081824,2.4107816
356,-10.118106,4.7125783
357,-10.048441,2.7467828
358,-10.755325,1.4434102
359,-10.462518,1.9684751
360,-10.458009,1.9228445
361,-9.99601,2.2654872
362,-10.096772,1.9268346
363,-10.155868,1.4923314
364,-10.610255,1.7692572
365,-10.175728,1.5779442
366,-9.947558,1.8994346
367,-10.297879,2.1661973
368,-10.649704,1.8384868
369,-10.483352,2.0217233
370,-10.501313,1.9336437
371,-10.049816,2.1757653
372,-10.619345,1.9506598
373,-10.667795,1.7508284
374,-10.378843,2.0291605
375,-10.576678,1.8579364
376,-10.035734,2.891029
377,-9.893835,1.8248025
378,-9.954565,1.8571506
379,-10.512643,1.891372
380,-10.447077,1.9900587
381,-10.514201,1.9553593
382,-10.433254,2.1353667
383,-10.409421,2.2009244
384,-10.421424,2.1257856
385,-10.565402,1.6158453
386,-10.01705,2.0296817
387,-10.563881,1.674349
388,-10.645127,1.9161328
389,-9.980651,2.1123314
390,-10.217319,1.6467263
391,-10.359844,2.234378
392,-10.917358,2.5425935
393,-9.550913,2.2903283
394,-10.437689,1.9364295
395,-10.598322,1.5141479
396,-10.609912,2.0183108
397,-10.307886,2.138587
398,-10.00855,1.9618336
399,-9.985493,2.0749836
400,-10.382083,2.1434867
401,-10.348409,2.6407506
402,-10.5177965,1.8184496
403,-10.373967,2.1245773
404,-10.585753,1.939676
405,-10.8328285,1.6963646
406,-10.238907,2.3610363
407,-10.898639,2.5700212
408,-10.782753,1.9253813
409,-10.503464,2.1570847
410,-10.39228,2.0487661
411,-9.770019,2.7147443
412,-9.806592,2.647288
413,-10.231182,2.222484
414,-10.381191,1.8900105
415,-10.797392,1.5911473
416,-10.848831,1.5686374
417,-10.600042,2.8361278
418,-10.678943,1.7125484
419,-10.695241,1.855226
420,-10.78848,1.7321111
421,-10.891437,1.9211464
422,-10.925064,2.3984075
423,-10.298498,1.9503572
424,-10.408887,1.6667571
425,-10.5204735,2.146442
426,-10.505709,2.170429
427,-10.7676525,1.660167
428,-10.834639,1.5956093
429,-10.657934,1.9848697
430,-10.82738,1.8104681
431,-9.903333,1.7158548
432,-10.090118,1.8077692
433,-10.510699,1.6473953
434,-9.691413,2.0747175
