,gene,labels,Oligo_2_1,Oligo_2_3_2,log2FC,pval,log2FCsc,Oligo_2_1sqr,Oligo_2_3_2sqr,fc,log2fcsqr,select
341,TUBB2B,TUBB2B,2.55096441155249,2.9651791387906,0.414214727238101,0,4.9985062501011,6.50741942900734,8.79228732511896,1.35111735474229,0.434152989061606,1
39,CA2,,2.24351901280969,2.58155006100911,0.338031048199423,0,1.34888069720558,5.03337756083857,6.66440071749614,1.32404148843264,0.404948329258606,1
83,CNDP1,,3.11709262118367,3.57037132287424,0.45327870169057,0,2.11616991312457,9.71626640903768,12.7475513832028,1.31198043019338,0.391746200540199,1
6,ADGRE5,,1.1495001315432,1.30640255877963,0.156902427236425,0,1.33354630190267,1.32135055241783,1.70668764558596,1.29162366675749,0.369185781184426,1
137,FGFR2,,2.62908549142582,2.98762183817302,0.358536346747198,0,1.89670988206495,6.91209052122575,8.92588424792834,1.29134365652744,0.368872986385797,1
41,CAV1,,1.09649707201656,1.23519412652725,0.138697054510692,0,1.86664581815089,1.20230582894089,1.52570453020742,1.26898206220243,0.343671675991865,1
345,VOPP1,,1.57778441734787,1.74189330294244,0.164108885594566,1.89E-218,1.23180077238558,2.48940366762576,3.03419227883572,1.21884301782585,0.285512324491166,1
68,CD9,,1.44431472332226,1.59004973229052,0.145735008968259,3.61E-246,1.39981199029646,2.08604502000546,2.52825815115715,1.2119863794457,0.277373485595886,1
285,RB1,,1.43411265164596,1.55443975562735,0.120327103981391,1.29E-178,1.01958473140924,2.05667909761101,2.41628295387482,1.17484684736745,0.232472699816226,1
72,CDK4,,1.28156775625521,1.35731048768897,0.0757427314337595,1.80E-101,1.56994253545575,1.64241591387301,1.84229175999047,1.12169624297303,0.165682044852591,1
292,S100A1,S100A1,1.75251111319641,1.82529085458534,0.0727797413889313,8.77E-39,3.09990339295243,3.07129520187692,3.33168670383288,1.08478231001593,0.117405557166922,1
315,SOX2,,2.19338558961724,2.28094413939148,0.0875585497742426,7.47E-43,1.23115216712016,4.81094034474057,5.20270616702434,1.08143227606471,0.112943320367039,1
311,SMAP2,,1.45336734857473,1.50374006747818,0.0503727189034542,1.43E-31,1.17615983810972,2.11227664990314,2.26123419053928,1.07051990118954,0.0983116159761823,1
286,RBP1,,1.13940597513084,1.16818068421718,0.0287747090863342,8.35E-31,1.06295499831624,1.29824597616386,1.36464611097812,1.05114603552284,0.0719631165776553,1
231,MOBP,MOBP,4.77376540609533,4.33073375665029,-0.443031649445035,0,-1.68352343904614,22.7888361524325,18.7552548709903,0.823001874494076,-0.281032378310657,1
18,APOD,APOD,1.32740821253843,1.1821491175211,-0.145259095017331,0,-1.20589638943274,1.76201256271447,1.39747653605592,0.793113832232292,-0.334400150255476,1
196,KIF19,KIF19,1.28268800595458,1.11369317198007,-0.168994833974511,0,-1.04647856664919,1.64528852061974,1.24031248131503,0.753857129476499,-0.407636964133799,1
256,OPALIN,OPALIN,4.4053864116912,1.00183341297868,-3.40355299871251,0,-3.58256917644439,19.4074294363135,1.00367018736051,0.0517157715633649,-4.27325186887924,1
77,CHI3L1,,1.26584605542232,2.72692069424627,1.46107463882395,0,0.805187081502146,1.60236623602825,7.43609647270856,4.6406971799033,2.21434156018742,
49,CD163,,1.1497607148533,2.05558590905384,0.905825194200536,0,0.310463272069907,1.32194970141997,4.2254334295007,3.19636475197351,1.6764320502675,
37,C3,,1.51853230778639,2.33381957371119,0.815287265924806,0,0.501028679725653,2.30594036979106,5.44671380263748,2.36203584185961,1.2400308565559,
62,CD68,,1.30705686769018,1.97074391676284,0.663687049072656,0,0.963352194734909,1.70839765537606,3.88383158545774,2.27337679446932,1.18483681942243,
152,GPNMB,,1.18413710675809,1.76011578064047,0.575978673882383,0,0.130808707253476,1.40218068760142,3.09800756125961,2.20942107436887,1.14366839561161,
1,A2M,,1.42172307856694,2.08659947022032,0.664876391653386,0,0.314938653711799,2.02129651212986,4.35389734912372,2.1540122010778,1.10702642183411,
133,FCGR3A,,1.2420871918836,1.81037925517192,0.56829206328832,0,0.319293048536219,1.54278059224129,3.27747304755684,2.12439349058408,1.08705101394628,
134,FCGR3B,,1.25195517904795,1.80614070682913,0.554185527781178,0,-0.015740643714504,1.56739177034498,3.26214425286523,2.08125646349874,1.05745475258899,
35,C1R,,1.11974261616516,1.5096543606729,0.389911744507741,0,0.124010609487,1.2538235264564,2.2790562886987,1.81768505743377,0.862102251545641,
331,TNC,,1.20995230680591,1.59869552773857,0.388743220932652,0,0.0409014978506322,1.46398458474494,2.5558273904113,1.74580211912312,0.803890043538743,
224,METTL7B,,1.09609429355211,1.43625638483953,0.340162091287413,0,0.0871505585112486,1.2014227003575,2.06283240299232,1.7169913656355,0.779882784368491,
98,CXCL16,,1.23356193840378,1.54658132054223,0.313019382138452,0,0.527527538514085,1.52167505587849,2.39191378105015,1.57189524255509,0.652505073778316,
214,LYZ,,1.0513244366034,1.30021004274882,0.248885606145423,0,0.127459761325004,1.10528307099946,1.69054615526489,1.52951420285141,0.613073503619329,
10,AIF1,,1.24959912121032,1.54502422157232,0.295425100362001,0,0.569844744411925,1.5614979637296,2.38709984524515,1.52872427674745,0.612328223285049,
4,ACTG2,,1.72756053668607,2.13394321495064,0.406382678264571,0,0,2.98446540791506,4.55371364463387,1.5258054700708,0.609571039987823,
107,DHCR24,,1.6278878122132,2.00836810298059,0.380480290767387,0,0.804737656955362,2.65001872915228,4.03354243706986,1.52208072822193,0.606044878629115,
188,ITGB2,,1.14805167359078,1.40915771400877,0.261106040417991,0,0.227537111738419,1.31802264523459,1.98572546295042,1.50659434428533,0.591291018614968,
266,PDK4,,1.82913478939723,2.24394582209929,0.414811032702058,0,0.984261874774937,3.34573407778325,5.03529285251686,1.50498896070457,0.589752904662592,
48,CD14,,1.07207072701595,1.31297958738137,0.240908860365425,0,0.529133975648499,1.14933564372451,1.72391539688015,1.49992337424921,0.584888800444916,
295,S100A9,,1.0273580568107,1.25768810773284,0.230330050922147,0,0.227032198859094,1.05546457689386,1.58177937633261,1.49865699992287,0.583670229093702,
89,CPM,,1.69050700979653,2.05628394515952,0.365776935362995,0,0.264572130451818,2.85781395017121,4.2283036631208,1.47955875954328,0.565166993198511,
43,CCL2,,1.08442233347955,1.31657784229339,0.232155508813835,0,0.155713277031711,1.17597179734923,1.73337721481792,1.47399556581641,0.559732184416495,
336,TREM2,,1.15047981662499,1.38899949413181,0.238519677506825,0,0.361479610578032,1.32360380846147,1.92931959469842,1.45762620382683,0.54362079989421,
59,CD4,,1.11400557343159,1.33565531652439,0.221649743092807,0,0.0751185746991491,1.24100841763665,1.78397512455987,1.4375205673119,0.523582597550305,
230,MMP2,,1.14838601886743,1.36319893109352,0.214812912226084,0,0.0465800104710052,1.31879044833019,1.85831132573452,1.40910280938678,0.494776875793369,
36,C1S,,1.07172909070498,1.27192488572178,0.200195795016796,0,0.0219071459391917,1.14860324386332,1.61779291491836,1.40848715477846,0.494146406579783,
132,FCER1G,,1.11633003916219,1.31829680544852,0.201966766286328,0,0.61699082929191,1.24619275633586,1.73790646725577,1.39457275643753,0.479823203361193,
85,COL1A1,,1.01455596052693,1.19761398360914,0.18305802308221,0,0,1.02932379704072,1.43427925373615,1.39341892012957,0.478629057748412,
164,HAVCR2,,1.23756461199661,1.44881384391483,0.211249231918216,0,0.0999807301922812,1.53156616886632,2.09906155431926,1.37053272459851,0.454736776213556,
324,TF,,3.79350591318684,4.390215037162,0.596709123975158,0,0.182474857054903,14.3906871133835,19.2739880725233,1.33933758135831,0.421519639204843,
162,HAMP,,1.0631891128541,1.22875723986361,0.165568127009511,0,0.241594538881806,1.13037108969149,1.50984435451724,1.33570680309005,0.417603360993389,
148,GLIPR1,,1.1112127635353,1.27555504065764,0.164342277122334,0,0.108622857170364,1.23479380584376,1.62704066174711,1.31766182665237,0.397980155161804,
101,CXCR4,,1.06109227023463,1.21339584825218,0.152303578017552,0,0.341811103061253,1.12591680595168,1.47232948455563,1.30767164747234,0.387000329802155,
277,POSTN,,1.05109755084655,1.20175653889313,0.150658988046574,0,0.00853436767579514,1.10480606139562,1.4442187787724,1.30721474948103,0.386496166811574,
117,EGFR,,1.24867472368644,1.42571303700224,0.177038313315801,9.83E-238,-0.0586361147075209,1.55918856557341,2.03265766387815,1.30366378304642,0.382571844204806,
44,CCL3L1,,1.10866484353845,1.25206927686585,0.143404433327403,0,0.658885658541565,1.22913773529814,1.56767747407137,1.27542864322778,0.350982186324836,
325,THBS1,,1.04604295020908,1.17947884787067,0.13343589766159,0,0.0414841617421557,1.09420585368212,1.39117035257432,1.27139728588811,0.346414913757857,
86,COL3A1,,1.00946642790623,1.13788526089465,0.128418832988424,0,0,1.01902246906976,1.29478286696129,1.27061267662062,0.345524317771308,
233,MRC1,,1.12606109493844,1.26927781692737,0.14321672198893,0,0.0372290956334645,1.26801358953396,1.61106617654391,1.27054330477328,0.345445548564785,
38,C3AR1,,1.14740715967286,1.29104850978826,0.143641350115402,0,0.0519355843284334,1.31654319006854,1.66680625462649,1.26604753053313,0.340331568097409,
163,HAPLN2,,2.16435000457782,2.42551732610759,0.261167321529771,0,-0.548488929045265,4.68441094231601,5.88313429924811,1.25589628486766,0.328717327696657,
344,VEGFA,,1.05535268107039,1.1790135835376,0.123660902467214,0.49E-307,0.887671519995548,1.11376928144246,1.39007303016617,1.24807987913427,0.319710271974998,
102,CYP1B1,,1.05141656127919,1.17012013590538,0.118703574626192,0,0,1.10547678533216,1.36918113245123,1.23854354122853,0.308644587688273,
245,NNMT,,1.04715829736468,1.16337185344795,0.116213556083266,0,0.0722044800633958,1.0965404997397,1.35343406939492,1.2342764081365,0.303665512796243,
269,PIM1,,1.10137421879774,1.22243648888359,0.121062270085848,0,0.898565346606895,1.21302516983233,1.49435096935404,1.2319208261446,0.30090953898819,
226,MGP,,1.03434709676478,1.14735816765225,0.113011070887466,0,0.115098670960964,1.06987391658573,1.31643076487833,1.23045411657425,0.299190860945211,
274,PLP1,,7.00978842579155,7.75144620269207,0.741657776900516,0,-1.00821404404512,49.1371337743612,60.0849182332293,1.22280063198518,0.290189202971846,
294,S100A8,,1.01202439325216,1.11783564927512,0.105811256022958,0,0.165008790983188,1.0241933725374,1.24955653879033,1.2200396646725,0.286928051965292,
180,IGSF6,,1.11357732782014,1.22817032103343,0.114592993213291,0,0.0986349279626497,1.24005446503504,1.50840233746736,1.21640006951205,0.282617803925192,
334,TP53,,1.23127754565996,1.35695339989031,0.125675854230357,8.62E-268,0.21892160467034,1.51604439444642,1.84132252947387,1.2145571305293,0.280430353286079,
178,IGFBP5,,1.60279375325845,1.7613412543922,0.15854750113375,9.82E-153,0.131883043201602,2.56894781548431,3.10232301442389,1.20762399131842,0.272171323617281,
69,CD93,,1.05973626425751,1.15957183626305,0.0998355720055493,0,0.012985647769158,1.12304094978246,1.34460684345446,1.19729101927665,0.259773863256741,
213,LY86,,1.1265232091611,1.2289548447017,0.102431635540604,3.46E-278,0.131996788050487,1.26905454077862,1.51033001031578,1.19012222231924,0.251109742003188,
330,TMEM119,,1.20428029537709,1.30548891277362,0.101208617396529,4.29E-184,0.0932143798637678,1.45029102983353,1.70430130137485,1.17514434435306,0.232837975592262,
293,S100A4,,1.02554251513481,1.11024378161333,0.0847012664785274,0,0.400709585809685,1.05173745034903,1.23264125461107,1.17200471867004,0.228978378282489,
66,CD86,,1.08568414889586,1.17461368422195,0.0889295353260886,9.10E-273,0.0547564053867363,1.17871007116373,1.37971730716146,1.17053153350873,0.227163800425047,
232,MOG,,5.38455631520655,5.81508288673041,0.430526571523863,0,0.162184798454252,28.9934467116307,33.8151889795449,1.16630455550426,0.221944566705848,
87,COL4A1,,1.02568590297831,1.10709391497449,0.0814080119961726,0,0.00638671189477116,1.05203157156843,1.22565693657354,1.16503816966848,0.220377222080716,
215,MAG,,2.84996395850244,3.06929262386141,0.219328665358975,1.81E-176,0.569849138709866,8.1222945647629,9.42055721089006,1.15983939461632,0.213925046187211,
212,LUM,,1.03393794831372,1.11115070436358,0.0772127560498606,1.37E-260,0,1.06902768096319,1.23465588780768,1.1549335062075,0.207809792744214,
187,ITGAX,,1.08944353004687,1.17011033489914,0.0806668048522654,1.95E-190,0.0404616554349585,1.18688720516099,1.36915819583778,1.15357060880277,0.206106312518472,
126,F3,,1.29646365503833,1.39012646296676,0.0936628079284298,3.13E-118,0.105582761071373,1.68081800883535,1.93245158304047,1.14970899459811,0.20126874362355,
127,FABP7,,2.00741079822285,2.152395671837,0.144984873614147,1.45E-97,0.37701537214224,4.0296981128217,4.63280712814265,1.14966605399099,0.201214859242237,
186,ITGAM,,1.05795815043182,1.13048113437455,0.072522983942735,2.72E-245,0.0332262247324335,1.11927544806512,1.27798759517677,1.14179900701478,0.191308712781618,
276,PODXL,,1.15828958031949,1.23679296535123,0.0785033850317423,3.41E-147,0.271065077108086,1.3416347518767,1.52965683914229,1.1401440198255,0.189216073130894,
130,FBLN1,,1.08577390649572,1.15891037231389,0.0731364658181761,1.44E-158,0.0365372413449307,1.17890497602698,1.34307325105672,1.13925488344532,0.188090554723754,
154,GPR183,,1.06699053275052,1.13714611213696,0.0701555793864483,9.55E-189,0.185360537739527,1.13846879697924,1.2931012803482,1.13582496400363,0.183740525845699,
115,DST,,2.12268165148403,2.25963725001669,0.136955598532659,4.59E-121,0.593127718874134,4.50577739354697,5.10596050166299,1.13320300931324,0.180406338028369,
273,PLOD2,,1.25176101748384,1.33203995920883,0.0802789417249912,6.49E-119,0.580674491386022,1.56690564489218,1.77433045292906,1.13237862069937,0.179356416540896,
267,PECAM1,,1.09670803632804,1.16498675930898,0.0682787229809352,9.48E-159,0.035643319315162,1.20276851694651,1.35719414936524,1.12839181458688,0.174268105688953,
284,PTPRZ1,,1.6365199555781,1.73323817156994,0.0967182159918336,1.35E-66,0.233721269638448,2.67819756500535,3.00411455938711,1.121692663245,0.165677440696919,
104,DCN,,1.03821267722161,1.09667895431589,0.0584662770942874,1.60E-173,0.0230630367342071,1.07788556314366,1.20270472883939,1.11580001622036,0.158078477471056,
283,PTPRC,,1.08941582172071,1.14864133771043,0.0592255159897175,3.02E-134,0.142939388997169,1.18682683261541,1.31937692269721,1.11168443991926,0.152747326216498,
192,JAG1,,1.12676611445907,1.18732309280128,0.060556978342212,5.54E-104,0.26921181216408,1.26960187669319,1.4097361266992,1.11037653029547,0.151048979527209,
174,IFITM2,,1.10617761983493,1.16201515221517,0.0558375323802494,8.61E-114,0.183134148921477,1.22362892662367,1.35027921397764,1.10350383567953,0.142091644303722,
280,PTGDS,,3.20745306728638,3.36638538748867,0.158932320202294,4.64E-81,-0.0183229721380211,10.2877551788448,11.3325505770972,1.10155717939331,0.139544384086583,
16,ANGPT2,,1.04311900125309,1.09443652107158,0.0513175198184901,1.10E-136,0.695725034793,1.08809725077524,1.19779129865526,1.10081272404821,0.138569051038512,
113,DSC2,,1.06944305292297,1.12195892458153,0.0525158716585554,2.12E-131,0.0635319478091291,1.1437084434452,1.25879182844814,1.10062300900418,0.138320394264414,
288,RNASE1,,2.09394001343555,2.19087571965282,0.096935706217272,1.17E-48,-0.551838775297862,4.38458477986647,4.79993641896426,1.0947299824159,0.130575069764678,
168,HILPDA,,1.12850299245275,1.17985245311174,0.0513494606589837,1.83E-65,0.443956897211466,1.27351900397481,1.39205181111379,1.09307502029339,0.128392419940352,
5,ADAM12,,1.05704355702387,1.10492182681816,0.0478782697942872,1.03E-135,0.0206917242279786,1.11734108144568,1.22085224337918,1.09264061230039,0.127818952599825,
302,SFRP4,,1.06610299782041,1.10949080138776,0.0433878035673498,5.17E-96,-0.00858785575453729,1.13657560196167,1.23096983836405,1.08305143647239,0.115101761304026,
122,ERBB2,,1.16685148516173,1.21300261743049,0.046151132268766,3.90E-63,0.123201911720384,1.36154238842413,1.47137534989322,1.0806680441262,0.111923429048024,
3,ACTA2,,1.02301093595225,1.06202978129381,0.0390188453415605,1.38E-148,0.0135868311904107,1.0465513750779,1.12790725635498,1.07773711182695,0.108005310078901,
149,GLIS3,,1.09595362295194,1.1376713638824,0.0417177409304581,5.92E-77,0.0217351166260243,1.20111434366148,1.29429613219804,1.07757944864142,0.10779424141226,
296,SCFD2,,1.15895071355375,1.20126154565788,0.0423108321041241,1.90E-52,0.400727761436564,1.34316675644675,1.44302930107636,1.07434858266876,0.103462165477539,
313,SOX11,,1.18308200413917,1.21865312586914,0.0355711217299746,1.65E-27,0.0365216969771643,1.39968302851796,1.48511544119063,1.06103697117992,0.0854749269488562,
118,ELOVL7,,1.16410959147365,1.19897141273785,0.0348618212642042,1.35E-38,0.475571723492161,1.35515114096095,1.4375324485626,1.06079123214495,0.0851407561727922,
189,ITGB3,,1.03349858872081,1.06397493463208,0.030476345911268,1.60E-83,0.118083183386244,1.06811933288791,1.13204266152534,1.05984661701104,0.0838554903647631,
209,LOX,,1.02272523160948,1.05040591849874,0.0276806868892581,8.27E-91,0.0624656979060505,1.04596689937066,1.10335259361718,1.05486377655072,0.0770567035922661,
237,MYC,,1.08347571974542,1.11194676027946,0.0284710405340414,2.20E-40,0.0746549074311855,1.17391963527786,1.23642559769599,1.05324552085147,0.074841780548523,
172,HSPG2,,1.03027437495866,1.05718534697172,0.0269109720130571,9.85E-72,0.0146136872068383,1.06146528769646,1.11764085785172,1.05292266342234,0.074399475115332,
143,FSTL3,,1.06176287708086,1.08844079598932,0.0266779189084612,7.79E-47,0.342347549358828,1.12734040714703,1.18470336637386,1.05088344111785,0.07160266145367,
225,MFAP4,,1.04438669455308,1.06836898100529,0.0239822864522112,3.44E-46,0.00133769554995974,1.09074356775951,1.14141227957428,1.04645336751227,0.0655080230529861,
12,ALDH1A3,,1.04992851409079,1.07292568409795,0.0229971700071632,3.98E-42,0.159416991376896,1.10234988470089,1.15116952359705,1.04428688166408,0.0625180968684338,
100,CXCL8,,1.02226432381011,1.04436192714722,0.0220976033371079,3.55E-48,0.287655726644938,1.04502434773494,1.09069183487466,1.04369992645501,0.061706983131165,
24,ARHGAP11A,,1.08274612292666,1.10610018337307,0.0233540604464153,1.27E-29,0.0283648883753377,1.17233916671271,1.22345761565794,1.04360380544869,0.0615741099923695,
177,IGF2,,1.07381544799601,1.09694251064428,0.0231270626482747,5.35E-23,0.0298822384604594,1.15307961635487,1.20328287165858,1.04353841191158,0.0614837060601918,
185,ISLR,,1.06575034674428,1.08868519390767,0.0229348471633886,1.21E-33,0,1.13582380158555,1.18523545143378,1.04350291812802,0.0614346349615053,
106,DDX21,,1.27573954146681,1.30166838647766,0.0259288450108432,4.46E-15,0.773044011710736,1.62751137766195,1.69434058835535,1.04106220798862,0.0580562785078852,
76,CENPF,,1.07772271757335,1.09950081515571,0.0217780975823585,5.62E-24,0.0894529742809649,1.16148625597369,1.20890204252807,1.04082337290736,0.0577252649382559,
60,CD48,,1.05085109257711,1.07108833681148,0.0202372442343781,1.77E-30,-0.000532341778028822,1.10428801877051,1.14723022525358,1.03888678112336,0.0550384365212077,
45,CCL5,,1.01009845317372,1.02776085365301,0.0176624004792869,7.91E-61,0.0581174629804141,1.02029888510394,1.05629237230156,1.0352773954016,0.0500173796574128,
179,IGFBP6,,1.03376388486724,1.05081432669417,0.0170504418269244,1.68E-35,0.0261381512147748,1.06866776965581,1.10421074918572,1.03325914801507,0.0472021367466146,
265,PDGFRB,,1.05830262643996,1.07489716656493,0.016594540124967,1.21E-19,0.0213307290443602,1.12000444912972,1.15540391868932,1.03160654369463,0.0448928295831624,
183,IL7R,,1.03000499780743,1.04569864936573,0.0156936515582993,1.87E-27,0.0249909519440985,1.06091029550828,1.09348566528531,1.03070511231246,0.0436316325533259,
258,P2RY12,,1.32594799722871,1.34520932626019,0.0192613290314805,7.40E-07,0.240726690902587,1.75813809135483,1.80958813145739,1.02926393572584,0.041612982170439,
247,NOTCH3,,1.09322240873543,1.10901915016214,0.0157967414267144,2.30E-12,0,1.1951352349613,1.22992347542636,1.02910820419932,0.0413946804386057,
210,LTBP2,,1.01235324055672,1.02640491564929,0.0140516750925748,1.66E-44,0.00391818962989489,1.02485908366569,1.05350705086903,1.02795307926712,0.0397744144797287,
125,F2R,,1.0930379339633,1.10787729984024,0.014839365876945,2.83E-12,0.0208088764948106,1.19473192508276,1.2273921115013,1.02733683241643,0.0389092749224849,
322,TCF7,,1.06116605407904,1.07555654898183,0.0143904949027913,4.96E-17,0.0725980846900908,1.12607339432968,1.1568218900577,1.02730594283007,0.0388658958459875,
175,IFRD2,,1.1136352009914,1.12762217556393,0.0139869745725232,1.43E-10,0.636189382416071,1.24018336088716,1.27153177082353,1.02527723796742,0.0360140714471649,
307,SLC35E3,,1.2335825927609,1.24804725002623,0.0144646572653278,1.12E-06,0.796180525183136,1.5217260131627,1.55762193829804,1.02358895413815,0.0336364840100324,
